iso_code,continent,location,date,lockLevel,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
IRL,Europe,Ireland,2020-10-27,5,58067,939,1010.571,1885,3,4.714,11759.7,190.166,204.66,381.749,0.608,0.955,0.92,38,7.696,354,71.692,,,,,1580203,11435,320.022,2.316,15962,3.233,15.795,0.063,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-10-28,5,58767,700,930.143,1890,5,3.571,11901.464,141.764,188.372,382.762,1.013,0.723,0.9,40,8.101,327,66.224,,,,,1591370,11167,322.283,2.262,15161,3.07,16.3,0.061,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-10-29,5,59434,667,858.857,1896,6,4,12036.544,135.081,173.935,383.977,1.215,0.81,0.88,43,8.708,330,66.831,,,,,1606685,15315,325.385,3.102,14801,2.997,17.233,0.058,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-10-30,5,60297,863,831.571,1902,6,4.429,12211.319,174.774,168.409,385.192,1.215,0.897,0.85,42,8.506,327,66.224,,,,,1620483,13798,328.179,2.794,14237,2.883,17.121,0.058,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-10-31,5,61059,762,828.286,1908,6,4.286,12365.638,154.32,167.744,386.407,1.215,0.868,0.83,44,8.911,322,65.211,,,,,1634779,14296,331.075,2.895,13721,2.779,16.566,0.06,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-01,5,61456,397,764,1913,5,4.429,12446.039,80.4,154.725,387.42,1.013,0.897,0.81,44,8.911,325,65.819,10.068,2.039,172.17,34.868,1645847,11068,333.316,2.241,13049,2.643,17.08,0.059,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-02,5,62002,546,696.286,1915,2,4.714,12556.614,110.576,141.011,387.825,0.405,0.955,0.8,44,8.911,327,66.224,,,,,1656921,11074,335.559,2.243,12593,2.55,18.086,0.055,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-03,5,62750,748,669,1917,2,4.571,12708.099,151.485,135.486,388.23,0.405,0.926,0.78,43,8.708,306,61.971,,,,,1667415,10494,337.684,2.125,12459,2.523,18.623,0.054,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-04,5,63048,298,611.571,1922,5,4.571,12768.45,60.351,123.855,389.242,1.013,0.926,0.77,40,8.101,315,63.794,,,,,1680006,12591,340.234,2.55,12662,2.564,20.704,0.048,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-05,5,63483,435,578.429,1930,8,4.857,12856.546,88.096,117.143,390.863,1.62,0.984,0.77,38,7.696,307,62.173,,,,,1691851,11845,342.633,2.399,12167,2.464,21.035,0.048,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-06,5,64046,563,535.571,1933,3,4.429,12970.564,114.018,108.464,391.47,0.608,0.897,0.76,37,7.493,295,59.743,,,,,1703661,11810,345.025,2.392,11883,2.407,22.188,0.045,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-07,5,64538,492,497,1940,7,4.571,13070.204,99.64,100.652,392.888,1.418,0.926,0.76,40,8.101,279,56.503,,,,,1715831,12170,347.489,2.465,11579,2.345,23.298,0.043,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-08,5,64855,317,485.571,1945,5,4.571,13134.402,64.199,98.338,393.9,1.013,0.926,0.75,40,8.101,283,57.313,19.13,3.874,126.862,25.692,1725407,9576,349.429,1.939,11366,2.302,23.407,0.043,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-09,5,65394,539,484.571,1947,2,4.571,13243.56,109.158,98.135,394.305,0.405,0.926,0.75,41,8.303,291,58.933,,,,,1735319,9912,351.436,2.007,11200,2.268,23.113,0.043,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-10,5,65659,265,415.571,1948,1,4.429,13297.228,53.668,84.161,394.508,0.203,0.897,0.75,40,8.101,279,56.503,,,,,1745725,10406,353.543,2.107,11187,2.266,26.92,0.037,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-11,5,65889,230,405.857,1963,15,5.857,13343.808,46.579,82.194,397.546,3.038,1.186,0.75,39,7.898,282,57.111,,,,,1756512,10787,355.728,2.185,10929,2.213,26.928,0.037,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-12,5,66247,358,394.857,1965,2,5,13416.31,72.502,79.966,397.951,0.405,1.013,0.76,38,7.696,285,57.718,,,,,1769569,13057,358.372,2.644,11103,2.249,28.119,0.036,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-13,5,66632,385,369.429,1965,0,4.571,13494.28,77.97,74.816,397.951,0,0.926,0.77,33,6.683,275,55.693,,,,,1781179,11610,360.723,2.351,11074,2.243,29.976,0.033,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-14,5,67099,467,365.857,1972,7,4.571,13588.856,94.577,74.093,399.368,1.418,0.926,,33,6.683,254,51.44,,,,,1790980,9801,362.708,1.985,10736,2.174,29.345,0.034,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-15,5,67526,427,381.571,1978,6,4.714,13675.332,86.476,77.276,400.584,1.215,0.955,,30,6.076,254,51.44,16.109,3.262,92.629,18.759,1800164,9184,364.568,1.86,10680,2.163,27.99,0.036,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-16,5,67903,377,358.429,1979,1,4.571,13751.682,76.35,72.589,400.786,0.203,0.926,,34,6.886,276,55.895,,,,,1811270,11106,366.818,2.249,10850,2.197,30.271,0.033,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-17,5,68356,453,385.286,1984,5,5.143,13843.423,91.741,78.028,401.799,1.013,1.042,,34,6.886,273,55.288,,,,,1821244,9974,368.837,2.02,10788,2.185,28,0.036,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-18,5,68686,330,399.571,1995,11,4.571,13910.255,66.831,80.921,404.026,2.228,0.926,,33,6.683,274,55.49,,,,,1833804,12560,371.381,2.544,11042,2.236,27.635,0.036,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-19,5,69058,372,401.571,2006,11,5.857,13985.592,75.337,81.326,406.254,2.228,1.186,,32,6.481,290,58.731,,,,,1846444,12640,373.941,2.56,10982,2.224,27.348,0.037,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-20,5,69473,415,405.857,2010,4,6.429,14069.638,84.046,82.194,407.064,0.81,1.302,,33,6.683,287,58.123,,,,,1859271,12827,376.539,2.598,11156,2.259,27.488,0.036,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-21,5,69802,329,386.143,2018,8,6.571,14136.266,66.629,78.201,408.684,1.62,1.331,,32,6.481,275,55.693,,,,,1869715,10444,378.654,2.115,11248,2.278,29.129,0.034,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-22,5,70143,341,373.857,2022,4,6.286,14205.326,69.059,75.713,409.494,0.81,1.273,,31,6.278,277,56.098,10.068,2.039,88.602,17.944,1879278,9563,380.59,1.937,11302,2.289,30.231,0.033,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-23,5,70461,318,365.429,2022,0,6.143,14269.727,64.401,74.006,409.494,0,1.244,,,,,,,,,,1889112,9834,382.582,1.992,11120,2.252,30.43,0.033,tests performed,81.48,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-24,5,70711,250,336.429,2022,0,5.429,14320.357,50.63,68.133,409.494,0,1.099,,,,,,,,,,1899198,10086,384.625,2.043,11136,2.255,33.101,0.03,tests performed,,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-25,5,70930,219,320.571,2028,6,4.714,14364.708,44.352,64.922,410.71,1.215,0.955,,,,,,,,,,1911638,12440,387.144,2.519,11119,2.252,34.685,0.029,tests performed,,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-26,5,71187,257,304.143,2033,5,3.857,14416.756,52.048,61.595,411.722,1.013,0.781,,,,,,,,,,1924094,12456,389.667,2.523,11093,2.247,36.473,0.027,tests performed,,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-27,5,71494,307,288.714,2036,3,3.714,14478.929,62.173,58.47,412.33,0.608,0.752,,,,,,,,,,1934872,10778,391.849,2.183,10800,2.187,37.407,0.027,tests performed,,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-28,5,71699,205,271,2043,7,3.571,14520.446,41.516,54.883,413.747,1.418,0.723,,,,,,,,,,1946089,11217,394.121,2.272,10911,2.21,40.262,0.025,tests performed,,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
IRL,Europe,Ireland,2020-11-29,5,71942,243,257,2050,7,4,14569.658,49.212,52.048,415.165,1.418,0.81,,,,,,,,,,,,,,,,,,,,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.938
